[Header]	
System	TOCL TNML ASIL 9ML	
S/W Version	1.00	
User	sjw	
Date/Time	4/8/2025 9:08:36 PM	

[System]	
Instrument Options	TOC/ASI/IC Unit/TN/	

[Data]	
Type	Anal.	Sample Name	Sample ID	Origin	Cal. Curve	Manual Dilution	Notes	Date / Time	Spl. No.	Inj. No.	Analysis(Inj.)	Area	Conc.	Result	Excluded	Inj. Vol.	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_NPOC100_20250206_new.2025_02_06_16_13_12.cal	1.00		4/7/2025 2:29:39 PM	1	1	NPOC	2.457	4.860	NPOC:4.994mg/L TN:0.1259mg/L	1	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_NPOC100_20250206_new.2025_02_06_16_13_12.cal	1.00		4/7/2025 2:33:42 PM	1	2	NPOC	2.952	4.976	NPOC:4.994mg/L TN:0.1259mg/L	0	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_NPOC100_20250206_new.2025_02_06_16_13_12.cal	1.00		4/7/2025 2:37:31 PM	1	3	NPOC	3.430	5.089	NPOC:4.994mg/L TN:0.1259mg/L	1	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_NPOC100_20250206_new.2025_02_06_16_13_12.cal	1.00		4/7/2025 2:41:20 PM	1	4	NPOC	3.022	4.993	NPOC:4.994mg/L TN:0.1259mg/L	0	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_NPOC100_20250206_new.2025_02_06_16_13_12.cal	1.00		4/7/2025 2:45:24 PM	1	5	NPOC	3.103	5.012	NPOC:4.994mg/L TN:0.1259mg/L	0	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_TN3_20250204.2025_02_04_17_09_40.cal	1.00		4/7/2025 2:29:39 PM	1	1	TN	0.5328	0.1496	NPOC:4.994mg/L TN:0.1259mg/L	0	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_TN3_20250204.2025_02_04_17_09_40.cal	1.00		4/7/2025 2:33:42 PM	1	2	TN	0.06580	0.1132	NPOC:4.994mg/L TN:0.1259mg/L	0	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_TN3_20250204.2025_02_04_17_09_40.cal	1.00		4/7/2025 2:37:31 PM	1	3	TN	0.08880	0.1150	NPOC:4.994mg/L TN:0.1259mg/L	0	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_TN3_20250204.2025_02_04_17_09_40.cal	1.00		4/7/2025 2:41:20 PM	1	4	TN	0.5945	0.1545	NPOC:4.994mg/L TN:0.1259mg/L	1	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_TN3_20250204.2025_02_04_17_09_40.cal	1.00		4/7/2025 2:45:24 PM	1	5	TN	1.205	0.2022	NPOC:4.994mg/L TN:0.1259mg/L	1	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_NPOC100_20250206_new.2025_02_06_16_13_12.cal	1.00		4/7/2025 2:54:01 PM	1	1	NPOC	2.353	4.836	NPOC:4.931mg/L TN:0.1302mg/L	1	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_NPOC100_20250206_new.2025_02_06_16_13_12.cal	1.00		4/7/2025 2:57:55 PM	1	2	NPOC	3.106	5.013	NPOC:4.931mg/L TN:0.1302mg/L	1	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_NPOC100_20250206_new.2025_02_06_16_13_12.cal	1.00		4/7/2025 3:02:07 PM	1	3	NPOC	2.740	4.927	NPOC:4.931mg/L TN:0.1302mg/L	0	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_NPOC100_20250206_new.2025_02_06_16_13_12.cal	1.00		4/7/2025 3:05:57 PM	1	4	NPOC	2.832	4.948	NPOC:4.931mg/L TN:0.1302mg/L	0	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_NPOC100_20250206_new.2025_02_06_16_13_12.cal	1.00		4/7/2025 3:09:49 PM	1	5	NPOC	2.711	4.920	NPOC:4.931mg/L TN:0.1302mg/L	0	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_TN3_20250204.2025_02_04_17_09_40.cal	1.00		4/7/2025 2:54:01 PM	1	1	TN	0.8453	0.1741	NPOC:4.931mg/L TN:0.1302mg/L	1	50	
