[Header]	
System	TOCL TNML ASIL 9ML	
S/W Version	1.00	
User	sjw	
Date/Time	6/5/2025 11:48:39 AM	

[System]	
Instrument Options	TOC/ASI/IC Unit/TN/	

[Data]	
Type	Anal.	Sample Name	Sample ID	Origin	Cal. Curve	Manual Dilution	Notes	Date / Time	Spl. No.	Inj. No.	Analysis(Inj.)	Area	Conc.	Result	Excluded	Inj. Vol.	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_NPOC100_20250524.2025_05_25_23_58_51.cal	1.00		6/3/2025 1:59:10 PM	1	1	NPOC	0.9689	-0.2347	NPOC:-0.2222mg/L TN:0.01409mg/L	0	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_NPOC100_20250524.2025_05_25_23_58_51.cal	1.00		6/3/2025 2:03:04 PM	1	2	NPOC	1.401	-0.1512	NPOC:-0.2222mg/L TN:0.01409mg/L	1	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_NPOC100_20250524.2025_05_25_23_58_51.cal	1.00		6/3/2025 2:06:53 PM	1	3	NPOC	1.098	-0.2098	NPOC:-0.2222mg/L TN:0.01409mg/L	0	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_TN3_20250524.2025_05_26_02_40_50.cal	1.00		6/3/2025 1:59:10 PM	1	1	TN	0.000	-0.00410	NPOC:-0.2222mg/L TN:0.01409mg/L	0	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_TN3_20250524.2025_05_26_02_40_50.cal	1.00		6/3/2025 2:03:04 PM	1	2	TN	0.08470	0.00415	NPOC:-0.2222mg/L TN:0.01409mg/L	0	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_TN3_20250524.2025_05_26_02_40_50.cal	1.00		6/3/2025 2:06:53 PM	1	3	TN	1.332	0.1257	NPOC:-0.2222mg/L TN:0.01409mg/L	1	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_TN3_20250524.2025_05_26_02_40_50.cal	1.00		6/3/2025 2:13:35 PM	1	4	TN	1.104	0.1035	NPOC:-0.2222mg/L TN:0.01409mg/L	1	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_TN3_20250524.2025_05_26_02_40_50.cal	1.00		6/3/2025 2:17:42 PM	1	5	TN	0.4751	0.04220	NPOC:-0.2222mg/L TN:0.01409mg/L	0	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_NPOC100_20250524.2025_05_25_23_58_51.cal	1.00		6/3/2025 2:25:54 PM	1	1	NPOC	0.6883	-0.2889	NPOC:-0.2058mg/L TN:0.00529mg/L	1	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_NPOC100_20250524.2025_05_25_23_58_51.cal	1.00		6/3/2025 2:29:48 PM	1	2	NPOC	1.132	-0.2032	NPOC:-0.2058mg/L TN:0.00529mg/L	0	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_NPOC100_20250524.2025_05_25_23_58_51.cal	1.00		6/3/2025 2:33:58 PM	1	3	NPOC	1.105	-0.2084	NPOC:-0.2058mg/L TN:0.00529mg/L	0	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_TN3_20250524.2025_05_26_02_40_50.cal	1.00		6/3/2025 2:25:54 PM	1	1	TN	0.4704	0.04175	NPOC:-0.2058mg/L TN:0.00529mg/L	1	50	
