[Header]	
System	TOCL TNML ASIL 9ML	
S/W Version	1.00	
User	sjw	
Date/Time	7/9/2025 8:51:49 AM	

[System]	
Instrument Options	TOC/ASI/IC Unit/TN/	

[Data]	
Type	Anal.	Sample Name	Sample ID	Origin	Cal. Curve	Manual Dilution	Notes	Date / Time	Spl. No.	Inj. No.	Analysis(Inj.)	Area	Conc.	Result	Excluded	Inj. Vol.	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_NPOC100_20250116.2025_01_16_13_06_29.cal	1.00		2/4/2025 10:16:28 AM	1	1	NPOC	16.37	-1.727	NPOC:-2.460mg/L TN:-0.1139mg/L	1	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_NPOC100_20250116.2025_01_16_13_06_29.cal	1.00		2/4/2025 10:20:28 AM	1	2	NPOC	12.68	-2.669	NPOC:-2.460mg/L TN:-0.1139mg/L	0	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_NPOC100_20250116.2025_01_16_13_06_29.cal	1.00		2/4/2025 10:25:19 AM	1	3	NPOC	17.99	-1.313	NPOC:-2.460mg/L TN:-0.1139mg/L	1	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_NPOC100_20250116.2025_01_16_13_06_29.cal	1.00		2/4/2025 10:30:23 AM	1	4	NPOC	14.35	-2.243	NPOC:-2.460mg/L TN:-0.1139mg/L	0	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_NPOC100_20250116.2025_01_16_13_06_29.cal	1.00		2/4/2025 10:34:33 AM	1	5	NPOC	13.47	-2.467	NPOC:-2.460mg/L TN:-0.1139mg/L	0	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_TN3_20250116.2025_01_16_16_51_37.cal	1.00		2/4/2025 10:16:28 AM	1	1	TN	0.000	-0.1464	NPOC:-2.460mg/L TN:-0.1139mg/L	0	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_TN3_20250116.2025_01_16_16_51_37.cal	1.00		2/4/2025 10:20:28 AM	1	2	TN	1.093	-0.02982	NPOC:-2.460mg/L TN:-0.1139mg/L	1	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_TN3_20250116.2025_01_16_16_51_37.cal	1.00		2/4/2025 10:25:19 AM	1	3	TN	0.08210	-0.1377	NPOC:-2.460mg/L TN:-0.1139mg/L	0	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_TN3_20250116.2025_01_16_16_51_37.cal	1.00		2/4/2025 10:30:23 AM	1	4	TN	1.987	0.06556	NPOC:-2.460mg/L TN:-0.1139mg/L	1	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_TN3_20250116.2025_01_16_16_51_37.cal	1.00		2/4/2025 10:34:33 AM	1	5	TN	0.8312	-0.05775	NPOC:-2.460mg/L TN:-0.1139mg/L	0	50	
