[Header]	
System	TOCL TNML ASIL 9ML	
S/W Version	1.00	
User	sjw	
Date/Time	7/16/2025 8:51:03 AM	

[System]	
Instrument Options	TOC/ASI/IC Unit/TN/	

[Data]	
Type	Anal.	Sample Name	Sample ID	Result(TOC)	Result(TC)	Result(IC)	Result(POC)	Result(NPOC)	Result(TN)	Unit	Vial	Date / Time	
Unknown	NPOC/TN	DI	Untitled					0.7423	0.01549	mg/L	0	7/14/2025 11:29:51 AM	
Unknown	NPOC/TN	DI	Untitled					0.6330	0.02437	mg/L	0	7/14/2025 11:58:14 AM	
Unknown	NPOC/TN	DI	Untitled					0.6008	-0.01497	mg/L	0	7/14/2025 12:22:43 PM	
Unknown	NPOC/TN	DI	Untitled					0.6511	0.00939	mg/L	0	7/14/2025 12:47:12 PM	
Unknown	NPOC/TN	Chk_Std_50C_2N	Untitled					48.65	1.970	mg/L	1	7/14/2025 1:17:12 PM	
Unknown	NPOC/TN	DI	Untitled					0.9146	0.02196	mg/L	0	7/14/2025 1:42:01 PM	
Unknown	NPOC/TN	DI	Untitled					0.7292	0.04021	mg/L	0	7/14/2025 2:07:05 PM	
Standard	NPOC	CalCurve_NPOC	Untitled					100.0		mg/L	2, 3, 4, 5, 6, 7, 8, 9	7/14/2025 4:59:07 PM	
Unknown	NPOC/TN	DI	Untitled					1.001	0.03068	mg/L	0	7/14/2025 5:23:35 PM	
Standard	TN	CalCurve_TN	Untitled						3.000	mg/L	10, 11, 12, 13, 14, 15, 16	7/14/2025 7:59:03 PM	
Unknown	NPOC/TN	DI	Untitled					0.08606	0.06687	mg/L	0	7/14/2025 8:23:00 PM	
Unknown	NPOC/TN	Chk_Std_50C_2N	Untitled					47.98	2.290	mg/L	17	7/14/2025 8:52:50 PM	
Unknown	NPOC/TN	DI	Untitled					0.2732	0.02188	mg/L	0	7/14/2025 9:17:48 PM	
Unknown	NPOC/TN	TMP_C_F6_20250711	Untitled					24.78	0.8238	mg/L	18	7/14/2025 9:35:40 PM	
Unknown	NPOC/TN	TMP_C_H3_20250711	Untitled					25.42	0.9261	mg/L	19	7/14/2025 10:04:08 PM	
Unknown	NPOC/TN	TMP_C_H3_20250711_dup	Untitled					25.69	1.012	mg/L	20	7/14/2025 10:33:15 PM	
Unknown	NPOC/TN	Chk_Std_50C_2N	Untitled					48.80	2.251	mg/L	21	7/14/2025 10:50:57 PM	
