Inj.	Injection Name	Type 	Ret.Time	Amount	Rel.Area 	Area	Height
No.	Selected Peak:		min	µg/mL	%	µS*min	µS
			CD	CD	CD	CD	CD
			IC-SO4	IC-SO4	IC-SO4	IC-SO4	IC-SO4
1	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
2	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
3	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
4	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
5	Standard 1	Calibration Standard	4.577	0.4043	6.47	0.3638	2.49
6	Standard 2	Calibration Standard	4.57	0.9053	6.97	0.8146	5.41
7	Standard 3	Calibration Standard	4.563	1.895	7.13	1.705	10.96
8	Standard 4	Calibration Standard	4.52	9.9631	7.23	8.9643	53.11
9	Standard 5	Calibration Standard	4.48	20.0361	7.27	18.0275	98.39
10	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
11	Lab Blank	Unknown	4.57	0.0121	100	0.0109	0.06
12	1_TEMPEST_SW_B4_20240426_15cm	Unknown	4.58	7.1945	1.19	0.1295	0.35
13	2_TEMPEST_SW_F6_20240426_15cm	Unknown	4.58	14.8124	2.42	0.2665	1.19
14	3_TEMPEST_C_H3_20240426_15cm	Unknown	4.567	4.7914	0.81	0.0862	0.15
15	4_TEMPEST_FW_C6_20240426_15cm	Unknown	4.573	0.4529	0.09	0.0081	0.06
16	Standard 4	Check Standard	4.557	9.9499	7.23	8.9525	53.04
17	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
18	5_TEMPEST_C_I5_20240426_15cm	Unknown	4.57	0.4581	0.09	0.0082	0.05
19	6_TEMPEST_FW_F4_20240426_15cm	Unknown	4.577	0.952	0.19	0.0171	0.11
20	7_TEMPEST_FW_H3_20240426_15cm	Unknown	4.577	6.8521	1.2	0.1233	0.35
21	8_TEMPEST_FW_D5_20240426_15cm	Unknown	4.573	0.8377	0.17	0.0151	0.1
22	9_TEMPEST_FW_I5_20240426_15cm	Unknown	4.563	0.1393	0.03	0.0025	0.02
23	10_TEMPEST_C_H6_20240426_15cm	Unknown	4.57	0.5061	0.1	0.0091	0.06
24	10_TEMPEST_C_H6_20240426_15cm_DUP	Unknown	4.57	0.5188	0.11	0.0093	0.06
25	11_TEMPEST_SW_H3_20240715_15cm	Unknown	4.54	294.6594	6.54	5.3024	32.51
26	11_TEMPEST_SW_H3_20240715_15cm_SPK	Spiked	4.53	389.8199	8.44	7.0148	42.44
27	Standard 1	Check Standard	4.57	0.4122	6.24	0.3709	2.52
28	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
29	12_TEMPEST_SW_F6_20240715_15cm	Unknown	4.55	238.648	5.95	4.2945	26.64
30	13_TEMPEST_FW_I5_20240715_15cm	Unknown	4.567	0.293	0.05	0.0053	0.03
31	14_TEMPEST_SW_B4_20240711_15cm	Unknown	4.543	256.9385	6.21	4.6236	28.59
32	15_TEMPEST_SW_D5_20240805_15cm	Unknown	4.563	62.8258	3.75	1.1306	7.27
33	16_TEMPEST_SW_I5_20240808_15cm	Unknown	4.547	230.647	7.49	4.1505	25.77
34	17_TEMPEST_FW_C3_20240808_15cm	Unknown	4.57	0.4581	0.1	0.0082	0.05
35	18_TEMPEST_SW_C3_20240802_15cm	Unknown	4.553	190.9233	4.99	3.4357	21.45
36	19_TEMPEST_FW_D5_20240808_15cm	Unknown	4.573	1.0684	0.19	0.0192	0.12
37	20_TEMPEST_FW_H6_20240812_15cm	Unknown	4.58	4.5546	0.96	0.082	0.52
38	20_TEMPEST_FW_H6_20240812_15cm_DUP	Unknown	4.58	4.5877	0.97	0.0826	0.52
39	21_TEMPEST_SW_F4_20240812_15cm	Unknown	4.563	105.4598	5.54	1.8978	12.05
40	21_TEMPEST_SW_F4_20240812_15cm_SPK	Spiked	4.55	198.7132	9.66	3.5759	22.29
41	Standard 2	Check Standard	4.567	0.9144	6.79	0.8227	5.44
42	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
43	22_TEMPEST_SW_H6_20240812_15cm	Unknown	4.567	64.8428	7.07	1.1668	7.52
44	23_TEMPEST_SW_D5_20240802_15cm	Unknown	4.563	75.3304	3.82	1.3556	8.65
45	24_TEMPEST_SW_B4_20240805_15cm	Unknown	4.557	150.4161	6.58	2.7067	16.97
46	25_TEMPEST_SW_C6_20240808_15cm	Unknown	4.563	124.7453	7.67	2.2448	14.21
47	26_TEMPEST_FW_I5_20240805_15cm	Unknown	4.567	0.2223	0.04	0.004	0.02
48	27_TEMPEST_SW_H3_20240808_15cm	Unknown	4.56	132.256	8.72	2.38	15.03
49	28_TEMPEST_SW_E3_20240812_15cm	Unknown	4.563	70.7554	4.01	1.2732	8.15
50	29_TEMPEST_SW_H3_20240805_15cm	Unknown	4.553	196.8427	8.25	3.5422	22.07
51	30_TEMPEST_SW_F6_20240802_15cm	Unknown	4.55	186.3881	5.92	3.3541	20.96
52	30_TEMPEST_SW_F6_20240802_15cm_DUP	Unknown	4.553	187.8979	5.92	3.3812	21.09
53	31_TEMPEST_SW_B4_20240802_15cm	Unknown	4.547	219.7441	6.36	3.9543	24.58
54	31_TEMPEST_SW_B4_20240802_15cm_SPK	Spiked	4.54	307.4895	8.77	5.5333	33.84
55	Standard 3	Check Standard	4.563	1.9103	7	1.7188	11
56	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
57	32_TEMPEST_SW_C3_20240805_15cm	Unknown	4.557	156.3821	5.36	2.8141	17.63
58	33_TEMPEST_SW_B4_20240906_15cm	Unknown	4.553	173.5048	6.11	3.1222	19.54
59	34_TEMPEST_SW_D5_20240906_15cm	Unknown	4.567	68.0785	4.25	1.1973	7.67
60	35_TEMPEST_SW_F6_20240906_15cm	Unknown	4.557	131.0875	6.57	2.3589	14.88
61	36_TEMPEST_SW_C3_20240906_15cm	Unknown	4.557	167.8868	5.35	3.0211	18.9
62	37_TEMPEST_C_C6_20241003_15cm	Unknown	4.577	1.6482	0.29	0.0297	0.15
63	38_TEMPEST_C_F6_20241003_15cm	Unknown	4.577	1.3263	0.23	0.0239	0.14
64	39_TEMPEST_C_D5_20241003_15cm	Unknown	4.573	0.5282	0.11	0.0095	0.06
65	40_TEMPEST_C_F4_20241003_15cm	Unknown	4.573	0.5108	0.1	0.0092	0.05
66	40_TEMPEST_C_F4_20241003_15cm_DUP	Unknown	4.573	0.5065	0.1	0.0091	0.05
67	41_TEMPEST_FW_C3_20241003_15cm	Unknown	4.573	0.5375	0.1	0.0097	0.06
68	41_TEMPEST_FW_C3_20241003_15cm_SPK	Spiked	4.563	88.2766	13.83	1.5885	10.09
69	Standard 4	Check Standard	4.52	9.9507	7.22	8.9531	52.9
70	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
71	42_TEMPEST_SW_H6_20241003_15cm	Unknown	4.57	26.0317	3.38	0.4684	3.08
72	43_TEMPEST_SW_I5_20241003_15cm	Unknown	4.55	232.6686	7.29	4.1869	25.93
