[Header]	
System	TOCL TNML ASIL 9ML	
S/W Version	1.00	
User	sjw	
Date/Time	4/29/2025 5:10:34 PM	

[System]	
Instrument Options	TOC/ASI/IC Unit/TN/	

[Data]	
Type	Anal.	Sample Name	Sample ID	Origin	Cal. Curve	Manual Dilution	Notes	Date / Time	Spl. No.	Inj. No.	Analysis(Inj.)	Area	Conc.	Result	Excluded	Inj. Vol.	
Unknown	NPOC/TN	CondBlank	Untitled	C:\TOC-L\Methods\GCE_NPOC_TN_20240818_9ml_2.met	C:\TOC-L\CalCurves\BGC_NPOC100_20240909.2024_09_09_13_54_21.cal	1.00		9/9/2024 10:58:01 AM	1	1	NPOC	3.026	0.5245	NPOC:0.4607mg/L TN:0.07156mg/L	1	50	
Unknown	NPOC/TN	CondBlank	Untitled	C:\TOC-L\Methods\GCE_NPOC_TN_20240818_9ml_2.met	C:\TOC-L\CalCurves\BGC_NPOC100_20240909.2024_09_09_13_54_21.cal	1.00		9/9/2024 11:02:05 AM	1	2	NPOC	3.230	0.5626	NPOC:0.4607mg/L TN:0.07156mg/L	1	50	
Unknown	NPOC/TN	CondBlank	Untitled	C:\TOC-L\Methods\GCE_NPOC_TN_20240818_9ml_2.met	C:\TOC-L\CalCurves\BGC_NPOC100_20240909.2024_09_09_13_54_21.cal	1.00		9/9/2024 11:05:57 AM	1	3	NPOC	2.689	0.4616	NPOC:0.4607mg/L TN:0.07156mg/L	0	50	
Unknown	NPOC/TN	CondBlank	Untitled	C:\TOC-L\Methods\GCE_NPOC_TN_20240818_9ml_2.met	C:\TOC-L\CalCurves\BGC_NPOC100_20240909.2024_09_09_13_54_21.cal	1.00		9/9/2024 11:09:48 AM	1	4	NPOC	2.817	0.4855	NPOC:0.4607mg/L TN:0.07156mg/L	0	50	
Unknown	NPOC/TN	CondBlank	Untitled	C:\TOC-L\Methods\GCE_NPOC_TN_20240818_9ml_2.met	C:\TOC-L\CalCurves\BGC_NPOC100_20240909.2024_09_09_13_54_21.cal	1.00		9/9/2024 11:13:37 AM	1	5	NPOC	2.547	0.4350	NPOC:0.4607mg/L TN:0.07156mg/L	0	50	
Unknown	NPOC/TN	CondBlank	Untitled	C:\TOC-L\Methods\GCE_NPOC_TN_20240818_9ml_2.met	C:\TOC-L\CalCurves\BGC_TN3_20240909.2024_09_09_18_11_40.cal	1.00		9/9/2024 10:58:01 AM	1	1	TN	1.220	0.1698	NPOC:0.4607mg/L TN:0.07156mg/L	1	50	
Unknown	NPOC/TN	CondBlank	Untitled	C:\TOC-L\Methods\GCE_NPOC_TN_20240818_9ml_2.met	C:\TOC-L\CalCurves\BGC_TN3_20240909.2024_09_09_18_11_40.cal	1.00		9/9/2024 11:02:05 AM	1	2	TN	1.384	0.1895	NPOC:0.4607mg/L TN:0.07156mg/L	1	50	
Unknown	NPOC/TN	CondBlank	Untitled	C:\TOC-L\Methods\GCE_NPOC_TN_20240818_9ml_2.met	C:\TOC-L\CalCurves\BGC_TN3_20240909.2024_09_09_18_11_40.cal	1.00		9/9/2024 11:05:57 AM	1	3	TN	0.6995	0.1073	NPOC:0.4607mg/L TN:0.07156mg/L	0	50	
Unknown	NPOC/TN	CondBlank	Untitled	C:\TOC-L\Methods\GCE_NPOC_TN_20240818_9ml_2.met	C:\TOC-L\CalCurves\BGC_TN3_20240909.2024_09_09_18_11_40.cal	1.00		9/9/2024 11:09:48 AM	1	4	TN	0.04130	0.02820	NPOC:0.4607mg/L TN:0.07156mg/L	0	50	
Unknown	NPOC/TN	CondBlank	Untitled	C:\TOC-L\Methods\GCE_NPOC_TN_20240818_9ml_2.met	C:\TOC-L\CalCurves\BGC_TN3_20240909.2024_09_09_18_11_40.cal	1.00		9/9/2024 11:13:37 AM	1	5	TN	0.4660	0.07922	NPOC:0.4607mg/L TN:0.07156mg/L	0	50	
